Code	Category	Decision_FW
N0718	5	exclusion code
N0719	5	exclusion code
N071A	5	exclusion code
N071C	5	exclusion code
N0720	5	exclusion code
N0721	5	exclusion code
N0722	5	exclusion code
N073.	5	exclusion code
N07y7	5	exclusion code
N07y8	5	exclusion code
N07y9	5	exclusion code
N07yA	5	exclusion code
N07yB	5	exclusion code
N07yC	5	exclusion code
N07yD	5	exclusion code
N07yE	5	exclusion code
N07yF	5	exclusion code
N07yG	5	exclusion code
N07yH	5	exclusion code
AD61.	6	exclusion code
C34..	6	exclusion code
C340.	6	exclusion code
C342.	6	exclusion code
C344.	6	exclusion code
C345.	6	exclusion code
C34y.	6	exclusion code
C34y6	6	exclusion code
N000.	6	exclusion code
N047.	6	exclusion code
AD55.	6	exclusion code
M154.	6	exclusion code
M1540	6	exclusion code
M1542	6	exclusion code
M1543	6	exclusion code
M1544	6	exclusion code
M1545	6	exclusion code
M1546	6	exclusion code
M1547	6	exclusion code
M154z	6	exclusion code
M160.	6	exclusion code
M1600	6	exclusion code
M1601	6	exclusion code
M1602	6	exclusion code
M160z	6	exclusion code
Myu78	6	exclusion code
N065z	6	exclusion code
N0855	6	exclusion code
N085N	6	exclusion code
N093.	6	exclusion code
PGy2.	6	exclusion code
PGy20	6	exclusion code
PGy21	6	exclusion code
PGy23	6	exclusion code
PGy24	6	exclusion code
PGy25	6	exclusion code
PGy26	6	exclusion code
PGy27	6	exclusion code
N04y.	6	exclusion code
N04y1	6	exclusion code
N04yz	6	exclusion code
N04z.	6	exclusion code
N0116	6	exclusion code
N0136	6	exclusion code
N013x	6	exclusion code
N080C	6	exclusion code
N0301	6	exclusion code
N035.	6	exclusion code
N071B	7	exclusion code
N086.	7	exclusion code
N321.	7	exclusion code
N3210	7	exclusion code
N321z	7	exclusion code
NyuD0	7	exclusion code
PE51.	7	exclusion code
PF30.	7	exclusion code
PF300	7	exclusion code
PF301	7	exclusion code
PF30z	7	exclusion code
PF31.	7	exclusion code
PF310	7	exclusion code
PF311	7	exclusion code
PF312	7	exclusion code
PF313	7	exclusion code
PF314	7	exclusion code
PF316	7	exclusion code
PF317	7	exclusion code
PF318	7	exclusion code
PF31z	7	exclusion code
PF32.	7	exclusion code
PF340	7	exclusion code
PF341	7	exclusion code
PF380	7	exclusion code
PF381	7	exclusion code
PF69.	7	exclusion code
PF690	7	exclusion code
PF6A.	7	exclusion code
PF6D2	7	exclusion code
PF6x0	7	exclusion code
PF6xz	7	exclusion code
PG40.	7	exclusion code
PG42.	7	exclusion code
PG421	7	exclusion code
PG42z	7	exclusion code
PG47.	7	exclusion code
PG4G.	7	exclusion code
PG4y.	7	exclusion code
PG4z.	7	exclusion code
PG5..	7	exclusion code
PG50.	7	exclusion code
PG51.	7	exclusion code
PG510	7	exclusion code
PG511	7	exclusion code
PG512	7	exclusion code
PG513	7	exclusion code
PG514	7	exclusion code
PG515	7	exclusion code
PG516	7	exclusion code
PG51z	7	exclusion code
PG52.	7	exclusion code
PG520	7	exclusion code
PG521	7	exclusion code
PG522	7	exclusion code
PG53.	7	exclusion code
PG54.	7	exclusion code
PG59.	7	exclusion code
PG5B.	7	exclusion code
PG5F.	7	exclusion code
PG5y.	7	exclusion code
PG5y0	7	exclusion code
PG5yz	7	exclusion code
PG5z.	7	exclusion code
PGyy0	7	exclusion code
N0859	7	exclusion code
N085P	7	exclusion code
N3211	7	exclusion code
N3216	7	exclusion code
N324.	7	exclusion code
N3240	7	exclusion code
N3243	7	exclusion code
N324z	7	exclusion code
N364.	7	exclusion code
N3640	7	exclusion code
N3641	7	exclusion code
N364z	7	exclusion code
N365.	7	exclusion code
PF6D0	7	exclusion code
PF6D1	7	exclusion code
PF6D3	7	exclusion code
PKy78	7	exclusion code
PKy79	7	exclusion code
N071B	7	exclusion code
PE8yB	7	exclusion code
F164.	9	exclusion code
F2400	9	exclusion code
Pyu04	9	exclusion code
R00C.	9	exclusion code
R012.	9	exclusion code
R0120	9	exclusion code
R0121	9	exclusion code
R0122	9	exclusion code
R0123	9	exclusion code
R012z	9	exclusion code
SA70.	9	exclusion code
SA702	9	exclusion code
SA71.	9	exclusion code
SA720	9	exclusion code
SA76.	9	exclusion code
SA77.	9	exclusion code
SA78.	9	exclusion code
SA7X.	9	exclusion code
SR4..	9	exclusion code
SR41.	9	exclusion code
Syu8F	9	exclusion code
SyuA9	9	exclusion code
U635.	9	exclusion code
7L0G0	9	exclusion code
7L0G1	9	exclusion code
7L0G2	9	exclusion code
7L0G3	9	exclusion code
7L0G4	9	exclusion code
7L0G5	9	exclusion code
7L0G6	9	exclusion code
7L0G7	9	exclusion code
7L0G8	9	exclusion code
7L0G9	9	exclusion code
7L0GA	9	exclusion code
7L0GB	9	exclusion code
7L0GC	9	exclusion code
7L0Gy	9	exclusion code
7L0Gz	9	exclusion code
7L0H.	9	exclusion code
7L0H0	9	exclusion code
7L0H1	9	exclusion code
7L0H2	9	exclusion code
7L0H3	9	exclusion code
7L0H4	9	exclusion code
7L0H5	9	exclusion code
7L0H6	9	exclusion code
7L0H7	9	exclusion code
7L0H8	9	exclusion code
7L0H9	9	exclusion code
7L070	9	exclusion code
F145.	9	exclusion code
P203.	9	exclusion code
PG17.	9	exclusion code
S33..	10	exclusion code
S33A.	10	exclusion code
S3x3.	10	exclusion code
SC03.	10	exclusion code
SC3D4	10	exclusion code
SyuL4	10	exclusion code
S30y.	10	exclusion code
S3308	10	exclusion code
S3309	10	exclusion code
S3318	10	exclusion code
S3319	10	exclusion code
S338.	10	exclusion code
S33B.	10	exclusion code
S34..	10	exclusion code
S34x.	10	exclusion code
S34y.	10	exclusion code
S34z.	10	exclusion code
S3...	10	exclusion code
SJ6X.	11	exclusion code
SA04.	12	exclusion code
SA05.	12	exclusion code
SC03.	12	exclusion code
SC3D1	12	exclusion code
SC3D3	12	exclusion code
SC3D4	12	exclusion code
SR1..	12	exclusion code
SyuL4	12	exclusion code
S135z	12	exclusion code
SA05.	12	exclusion code
SA04.	12	exclusion code
SK1D1	12	exclusion code
S3x3.	12	exclusion code
SyuL4	12	exclusion code
