Code	Category	Decision_FW
S1341	3	exclusion code
S1351	3	exclusion code
XA0HA	3	exclusion code
XM0BC	3	exclusion code
S1342	3	exclusion code
S1352	3	exclusion code
S136	3	exclusion code
S137	3	exclusion code
S134z	3	exclusion code
S135	3	exclusion code
S13	3	exclusion code
S134	3	exclusion code
S135y	3	exclusion code
S135z	3	exclusion code
S13y	3	exclusion code
S13z	3	exclusion code
Xa3hd	3	exclusion code
S3	3	exclusion code
XA0HE	3	exclusion code
XaKyf	3	exclusion code
XaKye	3	exclusion code
XE1l3	3	exclusion code
XA0HF	3	exclusion code
XM1Ne	3	exclusion code
S3005	3	exclusion code
S3006	3	exclusion code
S3007	3	exclusion code
S3008	3	exclusion code
S3009	3	exclusion code
XM1Nf	3	exclusion code
S3015	3	exclusion code
S3016	3	exclusion code
S3017	3	exclusion code
S3018	3	exclusion code
S3019	3	exclusion code
XA0HG	3	exclusion code
S3002	3	exclusion code
S3012	3	exclusion code
Xa7nz	3	exclusion code
XM1Ng	3	exclusion code
XM1Nj	3	exclusion code
XA0HH	3	exclusion code
S3003	3	exclusion code
XA0HL	3	exclusion code
XE1l5	3	exclusion code
S300	3	exclusion code
S300z	3	exclusion code
XE1l4	3	exclusion code
S3000	3	exclusion code
S3001	3	exclusion code
S301	3	exclusion code
S301z	3	exclusion code
XE1l6	3	exclusion code
S3010	3	exclusion code
S3011	3	exclusion code
S3014	3	exclusion code
S302	3	exclusion code
S302z	3	exclusion code
S3021	3	exclusion code
S3022	3	exclusion code
S3023	3	exclusion code
S303	3	exclusion code
S303z	3	exclusion code
S3031	3	exclusion code
S3032	3	exclusion code
S3033	3	exclusion code
S30w	3	exclusion code
S30x	3	exclusion code
S30z	3	exclusion code
XE1l7	3	exclusion code
XE1l8	3	exclusion code
XE1l9	3	exclusion code
XM1Nh	3	exclusion code
XM1Ni	3	exclusion code
XA0HI	3	exclusion code
XaBDT	3	exclusion code
XaBDU	3	exclusion code
XA0HJ	3	exclusion code
S3004	3	exclusion code
S304	3	exclusion code
X700I	4	exclusion code
X700J	4	exclusion code
N07yE	4	exclusion code
N07y2	4	exclusion code
N07yD	4	exclusion code
N07yG	4	exclusion code
N07y3	4	exclusion code
N07yF	4	exclusion code
N07yB	4	exclusion code
N07y1	4	exclusion code
N07yA	4	exclusion code
N07y8	4	exclusion code
N07y0	4	exclusion code
N07y7	4	exclusion code
N07y4	4	exclusion code
N07y9	4	exclusion code
N07yC	4	exclusion code
N07yy	4	exclusion code
N083p	4	exclusion code
N083r	4	exclusion code
N3682	4	exclusion code
X700C	4	exclusion code
Nyu35	4	exclusion code
Nyu3A	4	exclusion code
N0226	5	exclusion code
N022x	5	exclusion code
N0206	5	exclusion code
N020x	5	exclusion code
N021x	5	exclusion code
XE1DT	5	exclusion code
X702c	5	exclusion code
N07y5	5	exclusion code
Xa8EL	5	exclusion code
N085P	5	exclusion code
X7015	5	exclusion code
X7016	5	exclusion code
N0818	5	exclusion code
N0808	5	exclusion code
XaCLr	5	exclusion code
N3270	5	exclusion code
X70BX	5	exclusion code
N3271	5	exclusion code
N3272	5	exclusion code
XE1G7	5	exclusion code
X702G	5	exclusion code
Xa1jH	5	exclusion code
N224A	5	exclusion code
X70BD	5	exclusion code
N098B	5	exclusion code
N098C	5	exclusion code
N0711	5	exclusion code
XaC1b	5	exclusion code
N0701	5	exclusion code
XaC11	5	exclusion code
XaC1a	5	exclusion code
N0720	5	exclusion code
X700H	5	exclusion code
N0709	5	exclusion code
N071A	5	exclusion code
XaEI8	5	exclusion code
X700H	5	exclusion code
N0709	5	exclusion code
N071A	5	exclusion code
XaEI8	5	exclusion code
XM0Ai	6	exclusion code
N040	6	exclusion code
X701h	6	exclusion code
XaBMO	6	exclusion code
Nyu11	6	exclusion code
Nyu1G	6	exclusion code
X701i	6	exclusion code
N041	6	exclusion code
X701j	6	exclusion code
X701l	6	exclusion code
X705t	6	exclusion code
X705u	6	exclusion code
X705v	6	exclusion code
X701l	6	exclusion code
X705t	6	exclusion code
X705u	6	exclusion code
X705v	6	exclusion code
G5yA	6	exclusion code
N042z	6	exclusion code
Nyu10	6	exclusion code
X701m	6	exclusion code
N0408	6	exclusion code
N040B	6	exclusion code
N040D	6	exclusion code
N040C	6	exclusion code
N040M	6	exclusion code
N040L	6	exclusion code
N040G	6	exclusion code
N040A	6	exclusion code
N0407	6	exclusion code
N0404	6	exclusion code
N0402	6	exclusion code
Xa3gL	6	exclusion code
N040F	6	exclusion code
N0400	6	exclusion code
N0409	6	exclusion code
N0405	6	exclusion code
N040E	6	exclusion code
N040K	6	exclusion code
N0401	6	exclusion code
N0403	6	exclusion code
N0406	6	exclusion code
N040H	6	exclusion code
N040J	6	exclusion code
N040T	6	exclusion code
N042	6	exclusion code
Nyu12	6	exclusion code
Xa3gM	6	exclusion code
Xa3gN	6	exclusion code
Xa3gO	6	exclusion code
Xa3gP	6	exclusion code
X701n	6	exclusion code
N043	6	exclusion code
N0432	6	exclusion code
X701o	6	exclusion code
X701p	6	exclusion code
X701q	6	exclusion code
X701r	6	exclusion code
X701s	6	exclusion code
X701t	6	exclusion code
N0430	6	exclusion code
N0431	6	exclusion code
N0433	6	exclusion code
N043z	6	exclusion code
X701u	6	exclusion code
X701v	6	exclusion code
X701w	6	exclusion code
X701x	6	exclusion code
X701y	6	exclusion code
X701z	6	exclusion code
X7020	6	exclusion code
X7021	6	exclusion code
N0453	6	exclusion code
N0454	6	exclusion code
N045	6	exclusion code
Nyu15	6	exclusion code
Nyu16	6	exclusion code
Xa3wk	6	exclusion code
N04y1	6	exclusion code
XabRZ	6	exclusion code
N100	6	exclusion code
X7023	6	exclusion code
X7024	6	exclusion code
X701x	6	exclusion code
M160	6	exclusion code
M1600	6	exclusion code
X7026	6	exclusion code
X7027	6	exclusion code
X7028	6	exclusion code
X701u	6	exclusion code
X701v	6	exclusion code
X701w	6	exclusion code
M160z	6	exclusion code
Nyu13	6	exclusion code
N012	6	exclusion code
N0125	6	exclusion code
N0126	6	exclusion code
N0127	6	exclusion code
N012x	6	exclusion code
N012z	6	exclusion code
X702C	6	exclusion code
N0310	6	exclusion code
N0311	6	exclusion code
N0148	6	exclusion code
N031	6	exclusion code
X702E	6	exclusion code
X702I	6	exclusion code
X702J	6	exclusion code
X702L	6	exclusion code
XaYYJ	6	exclusion code
XaYYK	6	exclusion code
Xa0Js	6	exclusion code
X40QJ	6	exclusion code
X20G4	6	exclusion code
N03x9	6	exclusion code
N03xA	6	exclusion code
N03xB	6	exclusion code
N03xC	6	exclusion code
N03xD	6	exclusion code
N03xE	6	exclusion code
XaE3B	6	exclusion code
N092K	6	exclusion code
N092M	6	exclusion code
N092P	6	exclusion code
N092Q	6	exclusion code
N0927	6	exclusion code
N0926	6	exclusion code
N092N	6	exclusion code
N0929	6	exclusion code
N0925	6	exclusion code
N0649	6	exclusion code
N04y	6	exclusion code
N04yz	6	exclusion code
N04z	6	exclusion code
Nyu1	6	exclusion code
XE1DU	6	exclusion code
Xa40k	6	exclusion code
X702l	6	exclusion code
N023	6	exclusion code
X702m	6	exclusion code
N023x	6	exclusion code
N0235	6	exclusion code
N0236	6	exclusion code
N0237	6	exclusion code
N023z	6	exclusion code
Nyu1C	6	exclusion code
X702t	6	exclusion code
X702u	6	exclusion code
Xa1jT	6	exclusion code
C34y2	6	exclusion code
C34yz	6	exclusion code
C340	6	exclusion code
M154	6	exclusion code
N000	6	exclusion code
X704W	6	exclusion code
X704X	6	exclusion code
XE0da	6	exclusion code
X00Dx	6	exclusion code
XaC1J	6	exclusion code
X704c	6	exclusion code
N0002	6	exclusion code
N000z	6	exclusion code
Nyu43	6	exclusion code
M1544	6	exclusion code
M1546	6	exclusion code
X50Ez	6	exclusion code
X704h	6	exclusion code
X704b	6	exclusion code
X704g	6	exclusion code
X50Ew	6	exclusion code
M1540	6	exclusion code
M1542	6	exclusion code
M1543	6	exclusion code
M1545	6	exclusion code
M154z	6	exclusion code
Myu78	6	exclusion code
N004	6	exclusion code
Xa1jK	6	exclusion code
X704p	6	exclusion code
X704q	6	exclusion code
X704s	6	exclusion code
XE1DH	6	exclusion code
Xa1jL	6	exclusion code
X704t	6	exclusion code
Nyu48	6	exclusion code
X50FJ	6	exclusion code
X50FL	6	exclusion code
Nyu44	6	exclusion code
Nyu4E	6	exclusion code
X704u	6	exclusion code
XE1DF	6	exclusion code
XaQbV	6	exclusion code
Xa1jE	6	exclusion code
X704w	6	exclusion code
X704x	6	exclusion code
N0012	6	exclusion code
Nyu45	6	exclusion code
X704y	6	exclusion code
X7051	6	exclusion code
X7052	6	exclusion code
X7056	6	exclusion code
X7057	6	exclusion code
X7058	6	exclusion code
X7059	6	exclusion code
Xa3gK	6	exclusion code
Xa0hF	6	exclusion code
X705A	6	exclusion code
X705B	6	exclusion code
X705C	6	exclusion code
X705E	6	exclusion code
X705F	6	exclusion code
X705G	6	exclusion code
Xa0AS	6	exclusion code
X705H	6	exclusion code
Nyu46	6	exclusion code
XE1FJ	6	exclusion code
X705l	6	exclusion code
X705I	6	exclusion code
AD61	6	exclusion code
X705J	6	exclusion code
X705K	6	exclusion code
N33z5	6	exclusion code
X705M	6	exclusion code
PKy2	6	exclusion code
X205W	6	exclusion code
PGy2	6	exclusion code
PGy20	6	exclusion code
PGy21	6	exclusion code
PGy23	6	exclusion code
PGy24	6	exclusion code
PGy25	6	exclusion code
PGy26	6	exclusion code
PGy27	6	exclusion code
X40QP	6	exclusion code
Xa0yX	6	exclusion code
X702d	6	exclusion code
XE1EI	6	exclusion code
N085N	6	exclusion code
X702w	6	exclusion code
X702x	6	exclusion code
X702b	6	exclusion code
X702d	6	exclusion code
X702e	6	exclusion code
X702f	6	exclusion code
A151	6	exclusion code
X701K	6	exclusion code
X701I	6	exclusion code
N01zH	6	exclusion code
N01zM	6	exclusion code
N01zN	6	exclusion code
X701W	6	exclusion code
XaYYK	6	exclusion code
X701X	6	exclusion code
N0135	6	exclusion code
N0136	6	exclusion code
N0137	6	exclusion code
N013x	6	exclusion code
N013z	6	exclusion code
Nyu14	6	exclusion code
XE1DP	6	exclusion code
X701Z	6	exclusion code
N0115	6	exclusion code
N0116	6	exclusion code
N0117	6	exclusion code
N011x	6	exclusion code
N011z	6	exclusion code
N0381	6	exclusion code
X701Y	6	exclusion code
X701a	6	exclusion code
N01w	6	exclusion code
N01w9	6	exclusion code
N01wB	6	exclusion code
N01wC	6	exclusion code
N01wD	6	exclusion code
N01wE	6	exclusion code
Nyu03	6	exclusion code
A993	6	exclusion code
X701X	6	exclusion code
X701Z	6	exclusion code
X7020	6	exclusion code
X701e	6	exclusion code
Xa0AM	6	exclusion code
A56x0	6	exclusion code
Nyu05	6	exclusion code
XE2sp	6	exclusion code
N0301	6	exclusion code
X702P	6	exclusion code
XaBmi	6	exclusion code
N02y5	6	exclusion code
N02y6	6	exclusion code
N02y7	6	exclusion code
N02yx	6	exclusion code
N02z	6	exclusion code
N02z5	6	exclusion code
N02z6	6	exclusion code
N02z7	6	exclusion code
N02zH	6	exclusion code
N02zK	6	exclusion code
N02zL	6	exclusion code
N02zM	6	exclusion code
N02zN	6	exclusion code
N02zx	6	exclusion code
XaX5I	6	exclusion code
X7875	7	exclusion code
PF6y6	7	exclusion code
PF6y7	7	exclusion code
X7877	7	exclusion code
PF640	7	exclusion code
PF643	7	exclusion code
PF69	7	exclusion code
PF690	7	exclusion code
Xa9D5	7	exclusion code
X7878	7	exclusion code
PF677	7	exclusion code
X787F	7	exclusion code
PF6A	7	exclusion code
X7879	7	exclusion code
X787A	7	exclusion code
X787B	7	exclusion code
X787C	7	exclusion code
PF6B	7	exclusion code
PF6B3	7	exclusion code
X787G	7	exclusion code
PF6B0	7	exclusion code
PF6B1	7	exclusion code
PF6B2	7	exclusion code
PF6C	7	exclusion code
PF6C6	7	exclusion code
X787H	7	exclusion code
PF6D0	7	exclusion code
PF6D1	7	exclusion code
PF6D2	7	exclusion code
PF6D3	7	exclusion code
X787I	7	exclusion code
X787J	7	exclusion code
PE42	7	exclusion code
PE43	7	exclusion code
PE430	7	exclusion code
PE431	7	exclusion code
PF6y0	7	exclusion code
XE1LZ	7	exclusion code
X787K	7	exclusion code
Xa41C	7	exclusion code
PE8y3	7	exclusion code
X787L	7	exclusion code
PE34	7	exclusion code
X787N	7	exclusion code
PE340	7	exclusion code
PE341	7	exclusion code
PE30	7	exclusion code
PE300	7	exclusion code
PE301	7	exclusion code
PE3z	7	exclusion code
PE31	7	exclusion code
PE311	7	exclusion code
PE31z	7	exclusion code
X787O	7	exclusion code
XE1LX	7	exclusion code
XE2eZ	7	exclusion code
X787P	7	exclusion code
X787Q	7	exclusion code
PE350	7	exclusion code
PE351	7	exclusion code
PE8y6	7	exclusion code
PE8y7	7	exclusion code
PF630	7	exclusion code
PF61	7	exclusion code
PF62	7	exclusion code
X787M	7	exclusion code
PE3	7	exclusion code
PE32	7	exclusion code
PF63	7	exclusion code
PF63z	7	exclusion code
Pyu80	7	exclusion code
Pyu8N	7	exclusion code
PF64	7	exclusion code
PE41	7	exclusion code
PE413	7	exclusion code
PE410	7	exclusion code
PE411	7	exclusion code
PE412	7	exclusion code
PF641	7	exclusion code
PF642	7	exclusion code
PE8y8	7	exclusion code
Xa9D1	7	exclusion code
XSDik	7	exclusion code
PE40	7	exclusion code
PF64z	7	exclusion code
X787R	7	exclusion code
PF6y1	7	exclusion code
Ub1mw	7	exclusion code
Ub1mx	7	exclusion code
PF6y4	7	exclusion code
PF6y5	7	exclusion code
PE4z	7	exclusion code
XE1LY	7	exclusion code
PF6	7	exclusion code
PF60	7	exclusion code
PF6yz	7	exclusion code
Pyu8B	7	exclusion code
PF6v	7	exclusion code
PF6w	7	exclusion code
PKy76	7	exclusion code
PKy78	7	exclusion code
PKy79	7	exclusion code
X786Y	7	exclusion code
N363	7	exclusion code
Xa1m1	7	exclusion code
N3631	7	exclusion code
N3632	7	exclusion code
X70DL	7	exclusion code
N3633	7	exclusion code
N3635	7	exclusion code
N3630	7	exclusion code
N363z	7	exclusion code
X70DM	7	exclusion code
Xa1m2	7	exclusion code
XE1GJ	7	exclusion code
X76qw	7	exclusion code
XE1GK	7	exclusion code
N365	7	exclusion code
N3680	7	exclusion code
N3681	7	exclusion code
N364	7	exclusion code
N364z	7	exclusion code
N366	7	exclusion code
N368	7	exclusion code
Xa1m3	7	exclusion code
N3632	7	exclusion code
XE1GK	7	exclusion code
N3678	7	exclusion code
N351	7	exclusion code
Xa1m4	7	exclusion code
N367	7	exclusion code
N3670	7	exclusion code
N367z	7	exclusion code
Nyu33	7	exclusion code
Xa41A	7	exclusion code
N310D	7	exclusion code
N310E	7	exclusion code
N310F	7	exclusion code
N310G	7	exclusion code
N310H	7	exclusion code
N310J	7	exclusion code
N310K	7	exclusion code
N310x	7	exclusion code
XaYP1	7	exclusion code
N3346	7	exclusion code
XE1GC	7	exclusion code
N3342	7	exclusion code
N3344	7	exclusion code
Xa1lU	7	exclusion code
X700F	7	exclusion code
N071B	7	exclusion code
X700G	7	exclusion code
N085M	7	exclusion code
N085P	7	exclusion code
N085Q	7	exclusion code
N085R	7	exclusion code
XE1EJ	7	exclusion code
XE1EK	7	exclusion code
N0859	7	exclusion code
N321z	7	exclusion code
N324	7	exclusion code
N3240	7	exclusion code
N324z	7	exclusion code
XE1G1	7	exclusion code
N3243	7	exclusion code
X70BS	7	exclusion code
N3278	7	exclusion code
N0989	7	exclusion code
N098B	7	exclusion code
N098C	7	exclusion code
N098D	7	exclusion code
N098E	7	exclusion code
X700F	7	exclusion code
N071B	7	exclusion code
X700G	7	exclusion code
N085M	7	exclusion code
N085Q	7	exclusion code
N085R	7	exclusion code
XE1EJ	7	exclusion code
XE1EK	7	exclusion code
N0859	7	exclusion code
N080C	7	exclusion code
X701J	8	exclusion code
N010x	8	exclusion code
N0146	8	exclusion code
N014x	8	exclusion code
XE1DN	8	exclusion code
X701R	8	exclusion code
N0166	8	exclusion code
N016x	8	exclusion code
N01z6	8	exclusion code
N01zK	8	exclusion code
N01zL	8	exclusion code
N01zx	8	exclusion code
7L06	9	exclusion code
XE0J5	9	exclusion code
XE0J6	9	exclusion code
XE0J7	9	exclusion code
Xa6om	9	exclusion code
Xa6on	9	exclusion code
Xa6oo	9	exclusion code
XE0J8	9	exclusion code
XE0J9	9	exclusion code
XE0JA	9	exclusion code
XM1JW	9	exclusion code
Xa3r0	9	exclusion code
XE2Q8	9	exclusion code
XE15M	9	exclusion code
X00En	9	exclusion code
Xab3R	9	exclusion code
XaYgp	9	exclusion code
XaYfK	9	exclusion code
X00Eo	9	exclusion code
XE2se	9	exclusion code
XM1Pw	9	exclusion code
XE2Q9	9	exclusion code
F2300	9	exclusion code
F230z	9	exclusion code
X00Ep	9	exclusion code
XM1Px	9	exclusion code
X00Eq	9	exclusion code
F231	9	exclusion code
F234	9	exclusion code
XE15V	9	exclusion code
X00Er	9	exclusion code
X00Es	9	exclusion code
XM1Pv	9	exclusion code
X00Eu	9	exclusion code
XaadE	9	exclusion code
XE2Q7	9	exclusion code
X00Ew	9	exclusion code
Xa0lM	9	exclusion code
F23y0	9	exclusion code
Xa0lI	9	exclusion code
X00Ex	9	exclusion code
F23y1	9	exclusion code
X00Ey	9	exclusion code
X00Ez	9	exclusion code
XaNWb	9	exclusion code
X00F1	9	exclusion code
X00F2	9	exclusion code
X00F3	9	exclusion code
F23y	9	exclusion code
F23yz	9	exclusion code
F23z	9	exclusion code
X00Em	9	exclusion code
Fyu90	9	exclusion code
XM1Pu	9	exclusion code
XaBE2	9	exclusion code
Fyu9	9	exclusion code
X00Et	9	exclusion code
XaB4P	9	exclusion code
XaX5J	9	exclusion code
P1	9	exclusion code
XM00O	9	exclusion code
P1112	9	exclusion code
P114	9	exclusion code
P115	9	exclusion code
P111	9	exclusion code
P1110	9	exclusion code
P111z	9	exclusion code
P1111	9	exclusion code
P112	9	exclusion code
P1120	9	exclusion code
P112z	9	exclusion code
P1121	9	exclusion code
P1122	9	exclusion code
P1123	9	exclusion code
P113	9	exclusion code
P1130	9	exclusion code
P113z	9	exclusion code
P1131	9	exclusion code
P1132	9	exclusion code
P1133	9	exclusion code
P1140	9	exclusion code
P1141	9	exclusion code
P1142	9	exclusion code
P1143	9	exclusion code
P114z	9	exclusion code
P1150	9	exclusion code
P1151	9	exclusion code
P1152	9	exclusion code
P1153	9	exclusion code
P115z	9	exclusion code
X77qO	9	exclusion code
X77qY	9	exclusion code
X77qZ	9	exclusion code
X77qa	9	exclusion code
X77rL	9	exclusion code
X77qb	9	exclusion code
XE1Jj	9	exclusion code
PG17	9	exclusion code
XE1JZ	9	exclusion code
P103	9	exclusion code
