Code	Structure	Location	Trauma
7K1Lz	1	0	1
7NA8A	0	0	0
7NA8B	0	0	0
7NA8C	0	1	0
7NA8D	0	1	0
7NA8E	0	1	0
7NA99	0	0	0
7NAA.	0	0	0
7NAA0	0	0	0
7NAA7	0	1	0
7NAA8	0	1	0
7NAA9	0	1	0
7NAAA	0	1	0
7NAAB	0	1	0
7NC58	0	1	0
7NC59	1	1	0
7NC5A	1	1	0
7NC5B	1	1	0
7NC5C	1	1	0
7NC5E	1	1	0
7NC5F	1	1	0
7NC5H	1	1	0
7NC5J	1	1	0
16D6.	0	0	1
7K1F.	1	0	1
7K1F0	1	0	1
7K1F3	1	0	1
7K1F4	1	0	1
7K1Fy	1	0	1
7K1Fz	1	0	1
7K1G.	0	0	1
7K1G0	0	0	1
7K1G1	0	0	1
7K1G3	0	0	1
7K1G4	0	0	1
7K1H.	1	0	1
7K1H0	1	0	1
7K1H1	1	0	1
7K1H2	1	0	1
7K1H4	1	0	1
7K1H9	1	0	1
7K1HA	1	0	1
7K1HV	1	0	1
7K1J.	1	0	1
7K1J1	1	0	1
7K1J2	1	0	1
7K1Ld	1	0	1
7K33.	1	1	0
7K330	1	1	0
7K331	1	1	0
7K332	1	1	0
7K33y	1	1	0
7K33z	1	1	0
7K34.	1	1	0
7K340	1	1	0
7K341	1	1	0
7K342	1	1	0
7K34y	1	1	0
7K34z	1	1	0
7K35.	0	1	0
7K350	1	1	0
7K351	0	1	0
7K352	0	1	0
7K35z	0	1	0
7K36.	0	1	0
7K360	0	1	0
7K362	0	1	0
7K36y	0	1	0
7K6F.	1	0	1
7K6F0	1	0	1
7K6F1	1	0	1
7K6F2	1	0	1
7K6F3	1	0	1
7K6F5	1	0	1
7K6FA	1	0	1
7K6FR	1	0	1
7K6G.	1	0	1
7K6G0	1	0	1
7K6G1	1	0	1
7K6G2	1	0	1
7K6G5	1	0	1
7K6GK	1	0	1
7K6GP	1	0	1
7K6H.	1	0	1
7K6H0	1	0	1
7K6H1	1	0	1
7K6H2	1	0	1
7K6H3	1	0	1
7K6H4	1	0	1
7K6H5	1	0	1
7K6H6	1	0	1
7K6Hh	1	0	1
7K6Hz	1	0	1
7K6Lz	1	0	0
7K6oy	1	0	0
7K6oz	1	0	0
7K6P.	1	0	1
7K6P0	1	1	1
7K6P1	1	0	1
7K6P3	1	0	1
7K6P4	1	0	1
7K6P6	1	0	1
7K6PC	1	1	1
7K6Py	1	0	1
7K6Pz	1	0	1
7K6Q.	1	0	1
7K6Q0	1	1	1
7K6Q1	1	1	1
7K6Q2	1	0	1
7K6Q5	1	1	1
7K6Q6	1	1	1
7K6Q7	1	0	1
7K6Qz	1	0	1
7K6R.	1	0	0
7K6Rw	1	0	1
7K6Rx	1	0	1
7K6rz	1	0	0
7K6S.	1	0	0
7K6S0	1	0	0
7K6S1	0	0	0
7K6S6	1	0	0
7K6S8	1	0	1
7K6SA	1	0	0
7K6Sz	1	0	0
7K6V.	1	0	0
7K6V0	1	0	0
7K6V1	1	0	0
7K6V2	1	0	0
7K6V3	1	0	0
7K6V4	1	0	0
7K6V5	1	0	0
7K6V6	1	0	0
7K6W.	1	0	0
7K6W0	1	1	1
7K6W1	1	1	1
7K6WT	1	0	0
7K6WV	1	0	0
7N866	0	1	0
7NA84	0	1	0
7NA90	0	1	0
7NA93	0	1	0
7NAA5	0	1	0
7NAG3	0	1	0
7NAG4	0	1	0
7NAG5	0	1	0
7NC5D	1	1	0
7NC5G	1	1	0
N0710	1	1	0
N0712	1	1	0
N0713	1	1	0
N0714	1	1	0
N0715	1	1	0
N0716	1	1	0
N0717	1	1	0
N0718	1	1	0
N0719	1	1	0
N2265	0	1	1
S3100	1	0	1
S3121	1	1	1
S3131	1	1	1
S33..	1	0	1
S3301	1	1	1
S330z	1	1	1
S3311	1	1	1
S3317	1	0	1
S334.	0	0	1
S339.	1	0	1
S3x..	1	0	1
S460.	1	1	1
S461.	1	1	1
S4610	1	1	1
S4611	1	1	1
S4612	1	1	1
S4613	1	1	1
S4614	1	1	1
S4615	1	1	1
S467.	1	1	1
S468.	1	1	1
S469.	1	1	1
S46A.	1	1	1
S46C.	1	1	1
S4F2.	1	1	1
S4F3.	1	1	1
S4F6.	1	1	1
S4F7.	1	1	1
S533.	0	1	1
S534.	0	1	1
S54..	0	1	1
S540.	1	1	1
S5Ky.	1	1	1
S5U2.	0	1	1
SA022	0	1	1
SA024	0	1	1
SA123	0	1	1
SA125	0	1	1
SE44.	0	0	1
SF3y.	0	0	1
SK170	0	1	1
SK176	1	1	1
SK177	1	1	1
SR14.	1	0	1
SR23.	0	0	1
Syu84	0	1	1
U....	0	0	0
U000.	0	0	1
U001.	0	0	1
U002.	0	0	1
U003.	0	0	1
U004.	0	0	1
U005.	0	0	1
U00z.	0	0	1
U010.	0	0	1
U011.	0	0	1
U012.	0	0	1
U013.	0	0	1
U014.	0	0	1
U015.	0	0	1
U016.	0	0	1
U017.	0	0	1
U018.	0	0	1
U01z.	0	0	1
U020.	0	0	1
U021.	0	0	1
U022.	0	0	1
U023.	0	0	1
U024.	0	0	1
U025.	0	0	1
U026.	0	0	1
U027.	0	0	1
U028.	0	0	1
U02z.	0	0	1
U030.	0	0	1
U031.	0	0	1
U033.	0	0	1
U034.	0	0	1
U035.	0	0	1
U036.	0	0	1
U037.	0	0	1
U038.	0	0	1
U03z.	0	0	1
U040.	0	0	1
U042.	0	0	1
U043.	0	0	1
U044.	0	0	1
U045.	0	0	1
U046.	0	0	1
U047.	0	0	1
U048.	0	0	1
U04z.	0	0	1
U053.	0	0	1
U054.	0	0	1
U055.	0	0	1
U057.	0	0	1
U058.	0	0	1
U05z.	0	0	1
U063.	0	0	1
U064.	0	0	1
U065.	0	0	1
U067.	0	0	1
U068.	0	0	1
U06z.	0	0	1
U070.	0	0	1
U072.	0	0	1
U073.	0	0	1
U074.	0	0	1
U076.	0	0	1
U077.	0	0	1
U078.	0	0	1
U07z.	0	0	1
U080.	0	0	1
U081.	0	0	1
U082.	0	0	1
U083.	0	0	1
U084.	0	0	1
U085.	0	0	1
U086.	0	0	1
U087.	0	0	1
U088.	0	0	1
U08z.	0	0	1
U090.	0	0	1
U091.	0	0	1
U092.	0	0	1
U093.	0	0	1
U09z.	0	0	1
U0A0.	0	0	1
U0A1.	0	0	1
U0Ay.	0	0	1
U100.	0	0	1
U101.	0	0	1
U102.	0	0	1
U103.	0	0	1
U104.	0	0	1
U106.	0	0	1
U107.	0	0	1
U108.	0	0	1
U109.	0	0	1
U10A.	0	0	1
U10B.	0	0	1
U10C.	0	0	1
U10D.	0	0	1
U10E.	0	0	1
U10F.	0	0	1
U10G.	0	0	1
U10H.	0	0	1
U10J.	0	0	1
U10z.	0	0	1
U110.	0	0	1
U111.	0	0	1
U112.	0	0	1
U113.	0	0	1
U114.	0	0	1
U118.	0	0	1
U11A.	0	0	1
U11B.	0	0	1
U11Q.	0	0	1
U11R.	0	0	1
U11y.	0	0	1
U121.	0	0	1
U122.	0	0	1
S3305	0	1	1
S46B.	1	1	1
S544.	0	0	1
U1B0.	0	0	0
S312.	1	1	1
S313.	1	1	1
S5Kz.	1	1	1
SA100	0	1	1
SF310	0	1	1
S5K..	1	1	1
